coach_id,name,gender,function,country,disciplines,birth_date
1949394,TUDELA PERRET Matias,Male,Head Coach,Spain,Rugby Sevens,1984-10-06
1949402,HERNANDEZ JIMENEZ Francisco de Pau.,Male,Head Coach,Spain,Rugby Sevens,1988-10-28
1949458,KOCH Ulla,Female,Coach,Belgium,Artistic Gymnastics,1955-07-05
1949459,van den HEUVEL Michel,Male,Head Coach,Belgium,Hockey,1964-07-15
1949468,MALDONADO Oscar,Male,Coach,Dominican Republic,Taekwondo,1993-06-04
1949531,MATEO BATISTA Ruddy,Male,Coach,Dominican Republic,Taekwondo,1985-01-06
1949864,LAACHRAOUI Mourad,Male,Coach,Belgium,Taekwondo,1995-03-31
1949874,MEZIANE Rachid,Male,Coach,Belgium,Basketball,1980-02-10
1950176,BARTON Emilee,Female,Assistant Coach,Australia,Rugby Sevens,1992-11-02
1950180,STANNARD James,Male,Assistant Coach,Australia,Rugby Sevens,1983-02-21
1950182,MANENTI John,Male,Head Coach,Australia,Rugby Sevens,1971-03-30
1950187,WALSH Timothy,Male,Head Coach,Australia,Rugby Sevens,1979-04-10
1950509,BYDWELL Emilie,Female,Head Coach,United States,Rugby Sevens,1985-08-31
1950510,TEST Zack,Male,Assistant Coach,United States,Rugby Sevens,1989-10-13
1950515,FORD Trey,Male,Assistant Coach,United States,Rugby Sevens,1900-01-01
1950520,FRIDAY Mike,Male,Head Coach,United States,Rugby Sevens,1972-04-25
1950521,GREENING Phil,Male,Assistant Coach,United States,Rugby Sevens,1975-10-03
1951636,FERREIRA Marcel,Male,Coach,Brazil,Artistic Swimming,1986-10-17
1951639,KARFUNKELSTEIN Rogerio,Male,Coach,Brazil,Artistic Swimming,1976-03-04
1952532,SPLITTER Tiago,Male,Assistant Coach,Brazil,Basketball,1985-01-01
1953168,HAMANO Yukiya,Male,Goalkeeper Coach,Japan,Football,1972-09-28
1953169,HANEDA Kenji,Male,Assistant Coach,Japan,Football,1981-12-01
1953170,OIWA Go,Male,Head Coach,Japan,Football,1972-06-23
1953555,CUNHA Thiago,Male,Assistant Coach,Egypt,Football,1978-12-18
